date,content,school
14-Mar-20,"University of Miami President Julio Frenk updates the community on the University's response to the COVID-19 pandemic. Get the latest information on University messaging, resources, and frequently asked questions at our dedicated website, http://coronavirus.miami.edu.",Miami
16-Mar-20,"Dear Faculty,

We are continuously fine tuning tools and other resources to help you prepare for online course delivery when classes resume next week. We will continue to provide updates as needed to make sure you are aware of the latest information.

Visit the academic continuity guide often to register for in-person and online support. Please note: The Division of Continuing and International Education is offering scheduled drop-in hours in Allen Hall 202A from Monday, March 16 to Friday, March 20, 8 a.m. to 5 p.m., to provide consultations covering the essentials of online teaching. For more information, contact Johnny Orr, Distance Learning Institute assistant director, at jxo483@miami.edu. Based on the input from the Office of the General Counsel, University Libraries, and the School of Communication, we are providing guidelines and information regarding copyright, online learning, and how to provide instructional materials to students.

Please remember the University's COVID-19 website remains your best source for all University coronavirus-related updates, including the March 14 notice from Human Resources on providing all staff with the opportunity to work remotely if at all possible, especially in light of Miami-Dade and Broward schools closures, and new policies on paid sick time.

The Office of the Provost will be operating with limited in-person staffing and is available via email at provost.office@miami.edu and via phone at 305-284-3356. Thank you all again for your commitment and readiness to ensure our students remain connected and learning through this difficult situation.

Jeffrey L. Duerk, Ph.D.
Executive Vice President & Provost",Miami
17-Mar-20,"To the University of Miami Community,

The University of Miami leadership team, COVID-19 task force, and emergency management team continue to take proactive measures—following the guidance of public health and government agencies—to safeguard the health and safety of our community. As the COVID-19 outbreak continues to rapidly evolve, University leadership has made the following immediate decisions:

In accordance with public health guidance to reduce density on campus, and due to the likelihood of further travel restrictions in the coming days, the move to online instruction has been extended through the remainder of the spring semester, which will conclude on May 6. Also, we will implement partial closing of on-campus housing beginning March 25.

CLASSES

    Classes and labs will resume on March 23, but strictly in online/remote/distance learning environments through the remainder of the spring semester, which will conclude on May 6.
    Faculty should continue to prepare for online course delivery, which will begin on Monday, March 23. Additional resources to assist faculty members and students in continuing their teaching and learning activities with minimal disruption can be found on the academic and business continuity site and on coronavirus.miami.edu.


ON-CAMPUS HOUSING

    In accordance with public health guidance to reduce density on campus, and due to the likelihood of further travel restrictions in the coming days, we will implement partial closing of on-campus housing beginning March 25.
        We strongly encourage all students to return to their permanent residence and not remain in on-campus housing.
        Limited exceptions will be made for students unable to return home, or who cannot find housing elsewhere.
        Although encouraged, students do not need to remove their personal belongings from their room immediately. Students will have until May 8 at 5 p.m. to return to campus to pick up their items and fully check out of their housing assignment.
        Room and board costs will be pro-rated for the remainder of the semester for all students leaving campus. Additional information will be forthcoming.
        Students who need extensions to pick up personal belongings or who need to remain in on-campus housing must complete an exemption request via the housing portal available in CaneLink no later than March 23 at noon.
        We will make every effort to accommodate students and each case will receive individual attention. If you have questions, please contact housing@miami.edu.
    Most on-campus facilities will be closed. The Wellness Center at both the Coral Gables and medical campuses and the University Center pool will be closed. University Libraries will be closed but will provide online access to resources. The Counseling Center will not hold in-person appointments but will offer telemedicine. The University Center complex, including the Shalala Student Center, will have restricted access.


FOR FACULTY AND STAFF

    As communicated on Sunday, the University has activated temporary exceptions to policies to encourage social distancing and minimize the number of people on campus. In consultation with their supervisors, employees whose duties can be performed remotely are encouraged to work from home.
    We would like to reiterate that if you are sick, or think you are sick, please stay at home. Do not come to work and please contact your medical care provider.
    The Faculty Club dining facility will be closed.
    Campus buildings will be restricted. ’Cane Cards will be required to gain access to buildings, classrooms, and offices.


SPRING COMMENCEMENT

    The University continues to examine the spring commencement schedule and will communicate additional information soon.


The University’s dedicated COVID-19 site, which can be found at coronavirus.miami.edu, is updated constantly and will continue to serve as the best and most up-to-date source for information regarding the University’s response to the COVID-19 pandemic.

We recognize that these actions are disruptive, but they are guided by the recommendations of leading health officials and by our priority to safeguard the health and well-being of our community. We will continue to provide regular updates.",Miami
17-Mar-20,"To the University of Miami Community:

Consistent with our ongoing efforts to provide you with the latest information, we are writing to notify you that one member of the University of Miami medical campus community has tested positive for COVID-19. This person is in good condition and is self-isolating to prevent the spread of infection to others. Our best wishes have been extended to the individual for a rapid recovery.

The positive test results are considered presumptive, pending confirmation by the Centers for Disease Control and Prevention.

We are following the recommended CDC and public health protocols to inform and provide guidance to those who have been in close contact with this individual during the period when they might have been contagious. Out of respect for patient privacy and because this is a public health issue, there will not be any further information about individual cases beyond notifications to our community.

We recognize that any positive test is likely to increase anxiety among the medical campus and University community. A positive test result—presumptive or confirmed—underscores the need for the University, the health system, and the medical school to continue a swift and comprehensive response to the COVID-19 outbreak:

    We have shifted to online instruction for all classes at all University of Miami campuses;
    We have established a policy on remote work for all employees;
    We have strongly encouraged students in on-campus housing to return to their permanent residence and will partially close on-campus housing beginning March 25;
    We continue to seek the best guidance from public health experts, including those at the University and our UHealth system;
    We are sanitizing all facilities and public spaces on a continuous basis.


UHealth and the Miller School of Medicine’s expert physicians continue to work with the Centers for Disease Control, establishing protocols for the protection of all who enter our hospitals, clinical spaces, and research and medical education areas, including:

    Screening all visitors at clinical entry points and over the phone, documenting their travel history and any symptoms they may currently be experiencing;
    Moving suspected patients immediately to an isolated room for further examination;
    Having dedicated isolation rooms and clinical staff for any presumptive and confirmed patients;
    Equipping clinical staff with approved and recommended personal protective equipment (PPE);
    Establishing a policy of remote work for non-clinical employees.


Your health and safety continue to be essential concerns for the University. By acting together—following the advice of public health experts to practice social distancing, avoiding public spaces, limiting movement, and exercising good hand hygiene—we can help slow the spread of the virus

The University’s dedicated COVID-19 site, which can be found at coronavirus.miami.edu, is updated constantly and will continue to serve as the best and most up-to-date source for information regarding the University’s response to the COVID-19 pandemic. Information specific to our medical community can be found at http://my.med.miami.edu. We will continue to provide regular updates.",Miami
19-Mar-20,"Dear Graduating Student,

Our world is facing unprecedented challenges that we could not have predicted a few weeks ago. As you are aware, the University has made many difficult decisions in an effort to protect the health and safety of our campus community.

We recognize how important commencement is for you, your classmates, and loved ones. However, following guidance from state and federal agencies to suspend large events and promote social distancing due to COVID-19, undergraduate, graduate, and law May 2020 commencement ceremonies will be postponed until December 2020. 

    Friday, December 18, 2020 - Law and Graduate Ceremonies
    Saturday, December 19, 2020 - Undergraduate Ceremonies


The Miller School of Medicine will host a virtual commencement on Saturday, May 9, 2020, at 3 p.m. EST and will communicate those details when available.

We are so proud of the effort you have extended to complete your degree. We realize that the postponement of May commencement ceremonies is extremely disappointing, and we did not reach this decision lightly. It was made by keeping the health and safety of our campus community and your families and loved ones in mind. We are disappointed for you and disappointed with you. This is also our chance to recognize and thank you. We’re sorry - the world pandemic has created unprecedented times.

I want to assure you that, you will still earn your degree and be considered a graduate of the University of Miami upon completion of your academic requirements, regardless of whether or not you are able to attend your ceremony in December.

Please note, Fall 2020 candidates will still have their own ceremonies as previously scheduled for Thursday, December 17, 2020. Additionally, all Senior Send-Off events for this semester, including the Commencement Ball, have been canceled.

For students who may not be able to join in December, the Office of Commencement is working to provide options to receive your regalia and diploma cover as well as Stoles of Gratitude. More information will be available in the coming weeks at commencement.miami.edu and via e-mail.

Please make sure to provide these updates to your families.

Please know that your University is here to help as we navigate these difficult days. I am so proud of our University community, especially the Class of 2020, and look forward to keeping in touch with you.

Go 'Canes!

Dr. Patricia A. Whitely
Vice President for Student Affairs",Miami
21-Mar-20,"Dear Deans and Faculty,

On Monday we launch a bold endeavor at the University of Miami with the full implementation of online learning. This transition has required hours of training, reworking of courses and syllabi, and translating your teaching into digital platforms—all accomplished in a single week. This is an extraordinary testament to your hard work and dedication. Your professionalism, creativity, enthusiasm, and willingness to engage in new experiments in pedagogy will forever, and indelibly, change the University of Miami. Thank you!

Most importantly, we have forged even stronger relationships with our partners across the University, including UMIT (and Instructional Technologies) and other areas in Business and Finance; the Division of Continuing and International Education, which has been on the forefront of online learning and provided tested models for us to follow; and the Division of Student Affairs, whose advocacy for students’ needs ensures we always put our students health, welfare, and UM experience first.

Undoubtedly there will be challenges ahead. While we are in uncharted waters, and the scale of conversion is unprecedented, every journey begins with that first dramatic new step. Some might say that this began when we started stepping up efforts to build a robust academic continuity infrastructure following Hurricane Irma. Few of us were thinking of a quickly spreading global pandemic; yet, hurricane or pandemic, the ramifications of our efforts will continue to ripple through not only higher education but all areas of our lives in unforeseen ways. We are a better and stronger institution as a result of your efforts.

I want to thank each of you for committing to the success of our students in completing their spring semester. We are resilient and committed. We are ’Canes.

Jeffrey L. Duerk, Ph.D.
Executive Vice President & Provost",Miami
21-Mar-20,"To the University of Miami Community:

Consistent with our ongoing efforts to provide you with the latest information, we are writing to notify you that a student from the University of Miami Coral Gables campus has tested positive for COVID-19. The student lives off campus, has been in self-isolation, and is in good condition.

Public health officials are directly contacting individuals known to have been in close contact with the student to provide information and guidance.

Out of respect for patient privacy and because this is a public health issue, there will not be any further information about individual cases.

Our best wishes have been extended to the student for a rapid recovery.

Your health and safety continue to be essential concerns for the University. By acting together—following the advice of public health experts to practice social distancing, avoid public spaces, limit movement, and exercise good hand hygiene—we can help slow the spread of the virus.

The University’s dedicated COVID-19 site, which can be found at coronavirus.miami.edu, is updated constantly and will continue to serve as the best and most up-to-date source for information regarding the University’s proactive and comprehensive response to the COVID-19 pandemic. Information specific to our medical community can be found at my.med.miami.edu.",Miami
23-Mar-20,"University of Miami President Julio Frenk welcomes students back from spring recess and thanks faculty and staff for their ongoing efforts, as classes resume fully online during the COVID-19 pandemic. Get the latest information on the University’s response, as well as links to resources and frequently asked questions at our dedicated website,http://coronavirus.miami.edu.",Miami
24-Mar-20,"COVID-19: HR UPDATES

Dear colleagues,

For the past few weeks, all of us have been navigating unprecedented change at work and at home. We’ve had to pivot where, how, and when we work, while caring for our families, uncertain of how events will unfold.

I am not alone in my deep gratitude for the work all of you are doing. University leadership recognizes the challenges that each of you are facing, and we appreciate you.

As you know, we have required telecommuting arrangements to limit the number of people on our campuses to those who provide essential support to our patients, students and faculty. Whether reporting on campus or demonstrating flexibility through work at home solutions - we are all in this together. It is important that you respect your managers’ guidance and not report to campus if you are instructed to remain at home.

The health and well-being of our University community remains our top priority and our policies remain fluid as we move quickly to respond to national, state and local guidance. During times like these, some may experience worry and may need emotional support. Our Faculty and Staff Assistance Program (FSAP) is available and remains open at 305-284-6604 or visit fsap.miami.edu. For additional resources, please refer to the FAQs.

To support staff through these challenging times, we have communicated temporary policies in effect through April 17 that outline pay continuity provisions and enhanced sick options. These updates include guidance on telecommuting from home and are outlined in the updated FAQs.

Additionally, consistent with Miami Dade’s suspension of transit fares, UM payroll deductions for transit, tri-rail and parking will be suspended effective March 19 and until further notice. Hourly staff with deductions will see this change in their March 27 pay; exempt employees in their March month-end pay.

IMPORTANT

For employees who have transitioned to a remote work arrangement, please log in to Workday and complete the COVID-19 Telecommute Arrangement each week that you work from home. This mechanism will also allow us to retroactively provide any payments for the use of personal cell phones as appropriate. For assistance, please review the COVID-19 Telecommute Arrangement in Workday Tip Sheet.

Note: If you are working from home and are an hourly employee:

    In Workday, please continue to input your hours as you normally would.
    In Kronos, please contact your supervisor and/or timekeeper for alternative instructions.

 

If your only option while working from home is to use a personal computer, laptop, or other device, you are required to adhere to University practices and policies to maintain security on your device. Please see additional guidance and resources FAQs.

For assistance completing the COVID-19 Telecommute Arrangement in Workday or for other questions around COVID-19 temporary policies please contact your manager or HR Partner. For any technical issues including Workday, please email workday@miami.edu.

I have heard stories of the resilience of our ‘Canes family in areas across the University—from those who support our students and operations to those who are caring for our patients on the front line —I appreciate your dedication and commitment to the communities we serve.

Thank you for all you are doing to keep the University operating during these challenging times.

Mary Harper Hagan

Vice President

Human Resources",Miami
25-Mar-20,"To University of Miami Students and Families:

As the University of Miami continues its proactive and comprehensive response to the COVID-19 pandemic, we recognize the financial strain faced by many families during these unprecedented times. To help alleviate some of these concerns, the University is planning to issue prorated reimbursements for housing, meal plans, and parking in some form for any student who leaves campus.
 
The University will continue to provide students with academic instruction as well as an array of resources, all through online platforms, including tutoring, career counseling, student involvement opportunities, and counseling services.
 
Housing information

    Students who complete the housing check-out process by the March 25, 2020, deadline will have charges prorated as of that date and a credit issued to their student account. Students who do not complete the check-out process by March 25 or have not made alternate arrangements with Housing and Residential Life may have a proration date later than March 25. (Housing and Residential Life questions: housing@miami.edu)

 
Dining information

    Spring meal plan costs (minus Dining Dollar balances) will be prorated to March 25, 2020, or the last day of usage, whichever is later, and a credit will be issued to the student account. Dining Dollar balances will remain available for use through Oct. 15, 2020. Graduating seniors with Dining Dollar balances may be eligible for a prorated refund. (Dining questions: diningservices@miami.edu)

 
Parking information

    Student parking permit costs will be prorated to March 25, 2020, and a credit will be issued to the student account. Students whose vehicles remain on campus will not receive a credit/refund and those vehicles may continue to utilize on-campus parking without receiving a citation through the start of the Fall 2020 semester. (Parking questions: parking.gables@miami.edu)

 
Study abroad

    Students who participated in University of Miami study abroad programs should refer to official communications provided by the University’s Study Abroad office regarding any credits/refunds. (Study abroad questions: studyabroad@miami.edu)

 
Please note, the possibility of credits/refunds will be determined by a student’s individual financial aid circumstances. The Office of Student Accounts will review accounts for any outstanding balances before issuing a credit/refund.
 
Students who are facing extreme challenges are encouraged to reach out directly to the Division of Student Affairs at vpsa@miami.edu.",Miami
25-Mar-20,"To the University of Miami Community:

Earlier this evening, the City of Coral Gables issued a “safer at home” order, effective at 11:59 p.m. Wednesday, March 25, that requires residents and businesses to restrict non-essential activities.

Here is guidance regarding University operations:

The order does not impact online learning.

    All online classes will continue to meet as normal and course schedules will not change.

The order does not impact critical University operations, employee work arrangements, or research functions.

    Last week, the University implemented new Human Resources policies that are consistent with this city order. As Human Resources communicated last week, only critical operations that need to be performed on-site, certain student contact activities, and teaching-related support, should be performed on campus. All other functions should be performed from home whenever possible.

Students should continue to practice social distancing and limit mobility.

    The order strongly urges individuals to remain in their place of residence, with limited exceptions. The order does allow travel to grocery stories, pharmacies, banks, gas stations, and other operations critical to day-to-day activities. Individuals may engage in outdoor physical activities, as long as social distancing practices are observed.
    Dining Services will continue to provide take-out food service. The latest details regarding available dining options and hours of operations can be found at www.dineoncampus.com/miami.

The complete City of Coral Gables order can be found here.",Miami
26-Mar-20,"To the University of Miami Community:

The impact COVID-19 has had and will continue to have on our community—and the global economy—is unprecedented. Yet, even in the face of such disruption, we are fulfilling our mission of teaching, research, innovation, and service.

We should all be encouraged by the fact that this week our students were able to return to class fully online, thanks to the extraordinary efforts and teamwork of faculty and staff. Beyond adapting to a new reality for teaching and learning, our mission as a comprehensive research university with an academic health system compels us to play three important roles in the face of COVID-19.

Our first role is to care for our own community. With nearly 18,000 students and approximately 17,000 employees, we are responsible for prioritizing the health and safety of 35,000 people and their loved ones.

Our second role, carried out by the academic health system, is to provide health care to our surrounding community. We know our colleagues at UHealth are feeling the pressure acutely, as the number of confirmed cases continues to rise.

Our third role is as researchers, with involvement on the front lines of both care and innovation. As we speak, our scientists are hard at work developing the tools necessary to beat this pandemic, from diagnostics to drugs to vaccines.

During an event like this one, no news is not seen as good news. Quite the opposite—the absence of information feeds fear. We know you have questions and we want to answer them.

As we carry out our mission and embrace each of our roles, I am delighted to announce that next Tuesday and Wednesday, we will hold a series of virtual town hall meetings with the University community.

The University’s dedicated COVID-19 site, which can be found at coronavirus.miami.edu, is updated constantly and will continue to serve as the most up-to-date source of information regarding the University’s comprehensive response to the pandemic. Information specific to our medical community can be found at http://my.med.miami.edu.

Details on how to participate in our virtual town hall meetings will follow, including how you can submit questions you want us to address. We look forward to a candid and productive conversation.

Until then, stay safe and continue to do your part as we help our community through these challenging times.

We are one U.",Miami
26-Mar-20,"Dear Students,

For many of you, this was your first week of online courses at the University of Miami. Similarly, it was the first time that many of your professors have taught in this virtual environment. We hope that everyone has been able to settle in to their new routines and support each other during this time.

Life is anything but normal right now, and it is too soon to know how the next few months will unfold. Our recent decisions to cancel ongoing study abroad programs, move classes online, and partially close campus housing are all necessary for the health and safety of the University community.  By limiting social interaction, we will help to slow the spread of COVID-19 and support our health systems nationwide. Particularly at this time, we want to stress the continued importance of preventative measures including physical distancing and proper handwashing, and we urge you to continue to check the University’s COVID-19 response website for the latest information.

Support Services
In addition to moving courses online, our support services, including the Counseling Center, still have resources available to our students. Please visit their website to learn about their current offerings available to you. Additionally, Student Health Service remains open to serve students in the area.

The Camner Center for Academic Resources continues to host virtual tutoring sessions and is adding a range of workshops to assist you with the shift to online learning. Additionally, your academic advisors will be reaching out to help you with course selection and to provide support as we look ahead to the Fall semester.

Resident Students
For resident students who have not returned to campus housing since the start of spring break, we are working on a plan to allow you to retrieve your belongings in a way that is safe for all members of the University community. You will receive more information at a later date.

Grading
The deans and Faculty Senate leadership have been discussing the issue of grades, both within UM and amongst our national colleagues.  There are many students, both undergraduate and graduate, law and medicine, some with financial aid that may be dependent on progression, or others who must maintain a specific GPA to continue enrollment in special programs. These factors, and others, were considered carefully in formulating a decision that required a great deal of thought and planning.

For the Spring 2020 semester only, undergraduate schools and colleges will allow students to opt-in to taking some or all of their courses for Credit/No Credit or they can continue with letter grades. Credit/No-credit is the University of Miami’s version of Pass/Fail; a grade of C or better is required to receive credit.  For any course in which a student wants to retain their letter grades, no action is necessary.

    This will allow undergraduate students to take any or all courses under this grading basis. Courses taken for CR/NC grades during Spring 2020 will count towards major, minors, cognates/general education, and degree requirements (subject to final Faculty Senate approval).
    CR/NC grades are not calculated into a student's GPA, so some students may not have a semester GPA for Spring 2020. Given this, honor rolls will not be in effect for Spring 2020. 
    If a student elects to take a course CR/NC, they will receive a CR if they earn a letter grade of A+ through C.  If they earn a letter grade of C- through F, they will receive a NC. 
    The limit on the number of courses that can be taken CR/NC in a single semester is suspended for the Spring 2020 semester.
    Undergraduate courses taken CR/NC in the Spring 2020 will not count towards the University’s maximum nine-credit hour limit on the total number of courses that can be counted towards a degree.
    The University of Miami will add a notation to the transcript key indicating the reason for the grade options for Spring 2020.
    Students must submit an online request to receive CR/NC instead of a letter grade for each course they choose; the online form will be available shortly on the Registrar’s website.  Students will have until 11:59 p.m. on May 8 to make this selection for each course they choose to take CR/NC.  Grades, transcripts, and other semester academic records will be posted by May 21, as opposed to the originally planned date of May 13.


Graduation
We share in your disappointment at the way that your time on campus this semester was cut short. For those graduating, we intentionally rescheduled our May ceremonies to December to allow you and your families the opportunity to participate in this important recognition of your academic achievements. We hope that you can join us, and we look forward to welcoming you and your loved ones back to campus once it is safe to do so.

Caring for Yourself and One Another
It is especially important to remember that ’Canes Care for ’Canes. By supporting one another during this unprecedented time, we will persevere and emerge as a stronger community, equipped with new skills and approaches to collaborating, meeting, and learning.

And caring for your fellow ’Canes also means caring for yourself. Many of you are back at home working through new dynamics and changes, in addition to shifting to online learning and continuing to be active in your co-curricular activities.

We want to thank all of you for your resiliency, patience, and flexibility.  We are in uncharted waters, and there will still be challenges ahead. Your health and safety are our priority, and your ability to learn and complete your education is at the forefront of our efforts.

If you have any feedback, please feel free to reach out to us at pwhitely@miami.edu or provost.office@miami.edu.  If you or someone you know is facing extreme challenges, we want to hear from you.

We are united as part of your Miami Hurricane family.

Jeffrey L. Duerk, Ph.D.
Executive Vice President for Academic Affairs and Provost

Patricia A. Whitely. Ed.D.
Vice President for Student Affairs",Miami
31-Mar-20,"TELECOMMUTING ARRANGEMENTS AND PAY PRACTICE GUIDELINES EXTENDED THROUGH APRIL 30

March 31, 2020

Dear colleagues,

We continue to take proactive measures and following national guidance, the University’s telecommuting and pay practice guidelines previously communicatedwill now be extended through April 30, 2020. Please continue to practice social distancing, support each other, and follow our FAQs for additional guidance.

Throughout these weeks, you have been exemplary of our ‘Canes spirit. To support you through these challenging times, I would like to highlight a variety of resources available.

    MyCareConnection – UHealth’s new virtual care platform – is now live and available only for employees and their family members of the University of Miami at no charge. Just use your Miami.edu email address, enter the code  Cane2020 and be sure to hit “apply” on the checkout screen. MyCareConnection is available 24/7, 365 days a year, where board-certified doctors and nurse practitioners can diagnose, recommend treatment, and prescribe medication. Providers also are available to evaluate COVID-19 symptoms. Though you may experience longer than usual wait times, there is an option to request a call back. Click here to access MyCareConnection.
    Virtual Town Halls – University of Miami leaders and medical experts from UHealth invite the University community to join virtual town hall meetings on Tuesday, March 31 (UHealth faculty and staff), and Wednesday, April 1 (Gables/Marine faculty and staff). Faculty, staff, students and their families are encouraged to submit questions ahead of the town hall and join via Zoom for a candid and productive conversation. For more information on attending a Virtual Town Hall, click here.
    Counseling Assistance for Employees – To help us through these unprecedented times, the Faculty & Staff Assistance Program has organized wellness webinars to help us better deal with these pressures. I encourage you to attend a webinar or visit the  FSAP Working from Home webpage to explore some helpful resources to support your well-being. To register for an upcoming webinar, click here. FSAP also offers consultation and referral services to employees seeking counseling, especially during this stressful time. For more information please contact FSAP at 305-284-6604 or visit  fsap.miami.edu.  Services are provided Monday through Friday, from 8:30 a.m. to 5 p.m. Employees may also choose to contact Carisk, UM’s mental health insurance plan, at 1-800-294-8642 (available 24/7) for referrals or to be directed to a covered treatment center. Note: The Department of Psychiatry, which offers telehealth sessions, is a covered provider.


Get the latest information on the University’s response, as well as links to resources and frequently asked questions at our dedicated website, coronavirus.miami.edu. For information specifically for the Medical Campus, please visit my.med.miami.edu.

Thank you for your continuous dedication and service to your teams during this difficult time. If you have any questions, please reach out to your manager or HR Partner.

Thank you.

Mary Harper Hagan
Vice President
Human Resources",Miami
31-Mar-20,"Dear Graduate Students,

For many of you, this is your second week of online courses at the University of Miami. Similarly, it is the first time that many of your professors have taught in this virtual environment. We hope that everyone has been able to settle in to their new routines and support each other during this time.

Life is anything but normal right now, and it is too soon to know how the next few months will unfold. Our recent decisions to cancel ongoing study abroad programs, move classes online, and partially close campus housing and facilities are all necessary for the health and safety of the University community. By limiting social interaction, we will help to slow the spread of COVID-19 and support our health systems nationwide. Particularly at this time, we want to stress the continued importance of preventative measures including physical distancing and proper handwashing.

Support Services
In addition to moving courses online, our support services, including the Counseling Center, still have resources available to our students. Please visit their website to learn about their current offerings available to you. Additionally, Student Health Service remains open to serve students in the area.

Grading
The deans, graduate associate deans, and Faculty Senate leadership have been discussing the issue of grades, both within UM and among our national colleagues. There are many students, both undergraduate and graduate, law and medicine, some with financial aid that may be dependent on progression, or others who must maintain a specific GPA to continue enrollment in special programs. These factors, and others, were considered carefully in formulating a decision that required a great deal of thought and planning.

For the Spring 2020 semester only, schools and colleges will allow graduate students to opt-in to taking some or all of their courses for Satisfactory/Unsatisfactory (S/U) or to continue with letter grades. For any course in which a student wants to retain their letter grades, no action is necessary.

    This will allow graduate students to take any or all courses under this grading basis. Courses taken for (S/U) grades during Spring 2020 will count towards their degree requirements (subject to final Faculty Senate approval).
    (S/U) grades are not calculated into a student's GPA, so some students may not have a semester GPA for Spring 2020.
    If a student elects to take a course for S/U, they will receive a “S” if they earn a B or higher. If they earn a letter grade of B- or lower, they will receive a “U.”
    The University of Miami will add a notation to the transcript key indicating the reason for the grade options for Spring 2020.
    Students must submit an online request to receive (S/U) instead of a letter grade for each course they choose; the online form will be available shortly on the Registrar’s website. Students will have until 11:59 p.m. EST on May 8, to make this selection for each course they choose to take S/U. Grades, transcripts, and other semester academic records will be posted by May 21, as opposed to the originally planned date of May 13.


Graduation
We share in your disappointment at the way that your time on campus this semester was cut short. For those graduating, we intentionally rescheduled our May ceremonies to December to allow you and your families the opportunity to participate in this important recognition of your academic achievements. We hope that you can join us, and we look forward to welcoming you and your loved ones back to campus once it is safe to do so.

Caring for Yourself and One Another
It is especially important to remember that ’Canes Care for ’Canes. By supporting one another during this unprecedented time, we will persevere and emerge as a stronger community, equipped with new skills and approaches to collaborating, meeting, and learning.

And caring for your fellow ’Canes also means caring for yourself. Many of you are back at home working through new dynamics and changes, in addition to shifting to online learning and continuing to be active in your co-curricular activities.

We want to thank all of you for your resiliency, patience, and flexibility. We are in uncharted waters, and there will still be challenges ahead. Your health and safety are our priority, and your ability to learn and complete your education is at the forefront of our efforts.

If you have any feedback, please feel free to reach out to us at graduateschool@miami.edu, VPSA@miami.edu, or provost.office@miami.edu. If you or someone you know is facing extreme challenges, we want to hear from you.

We are united as part of your Miami Hurricane family.

Jeffrey L. Duerk, Ph.D.
Executive Vice President for Academic Affairs and Provost

Patricia A. Whitely. Ed.D.
Vice President for Student Affairs

Guillermo Prado, Ph.D.
Dean, Graduate School",Miami
06-Apr-20,"

Dear Coral Gables and Marine Campus (non-UHealth) Colleagues:

Two weeks ago, we welcomed students back to classes virtually, as our academic health system ramped up for a surge in demand due to COVID-19. Since then, we have adapted to a new reality. The days are long and the statistics sobering, yet our commitment to the University of Miami and UHealth—and to each other—has never been more apparent.

Last week, I was delighted to hear directly from so many in the community as we addressed some of the challenges ahead during our first virtual town hall meetings. The pandemic with which the world is grappling has serious short- and long-term implications, and it is vital to keep our lines of communication open.

Our first order of business has been to face, head on, the implications of the health crisis. Our priority remains your health and safety, as UHealth engages in saving lives with every resource at our disposal.

We do not yet know exactly what the long-term implications of this pandemic will look like, but we do know that the disruption wrought by COVID-19 is having a dramatic impact on the economy. If we are to fulfill our sacred mission in today’s highly uncertain economic environment, we must acknowledge that the implications of the pandemic will also be financial.

The Finance Committee of the Board of Trustees met on Friday. We are looking at all possible scenarios and taking steps to mitigate the financial impact of COVID-19. There are steps that we must take now, and there may be additional steps in the future. You will receive more detailed communications from Provost Jeffrey Duerk and COO Jackie Travisano this week outlining the specific expense reduction measures we will be taking.

We remain committed to our mission of education, research, innovation, and service—and the most important element in carrying out that mission is our people. Thank you for all the ways you are living our values in these unprecedented times.

Continue to stay safe, care for your loved ones, and focus on our shared mission. Our resilience will carry us through anything that lies ahead.

In ’Cane Spirit.",Miami
07-Apr-20,"Dear University of Miami Community,

As you may know, there’s a new form of internet trolling called “Zoombombing”— in which an uninvited participant uses Zoom’s screen-sharing feature to disrupt meetings and classes.

Regardless of whether you are a professor hosting online classes via Zoom, a staff member running Zoom meetings, or a leader of an affiliated group bringing people together via Zoom, here are some tips to help you keep your Zoom video meetings secure:

Set a meeting password
Zoom recently enabled all accounts to automatically require a password when creating a meeting (click here to learn more about setting or removing passwords).

Enable a waiting room
The waiting room feature allows the host to control when participants join your meeting. As the meeting host, you can admit attendees individually, or hold all attendees in the virtual waiting room and admit all when you are ready to begin.

Limit screen sharing
Zoom recently updated its screen-sharing settings for all accounts to automatically default to “Only Host.” This setting gives hosts sole permission to share content within their meetings by default. Click here to learn more about this setting, including how to enable screen sharing when needed.

Ensure you are using the latest version of the Zoom client
This will ensure all of the latest privacy and security features are available. Visit https://support.zoom.us/hc/en-us/articles/201362233-Where-Do-I-Download-The-Latest-Version-

Additional security measures
To further enhance safety, University of Miami community members can disable ‘join before host,’ ‘lock the meeting,’ ‘remove a participant,’ and ‘restrict who can join.’

Visit our Zoombombing resources site for all tips on how to stay secure: it.miami.edu/zoombombing.

Note that for clinical visits using Zoom, UHealth uses a special version of Zoom which is integrated with UChart, specific for telemedicine encounters. UChart secures these Zoom sessions through advanced encryption, restricts link distribution, and disables the ability to record the sessions. It is highly unlikely that telemedicine sessions will be disrupted by Zoombombing.

If you would like assistance understanding the security settings in Zoom, please contact the UMIT Service Desk at 305-284-6565 or help@miami.edu. If you learn of a meeting where Zoombombing occurred, please contact IT Security at ciso@miami.edu.

As always, feel free to reach out to me directly anytime at erniefernandez@miami.edu.

Thank you,

Ernie Fernandez
Vice President for Information Technology and Chief Information Officer",Miami
