date,word_count,school,text
14-Mar-20,490,T_A&M_U,"March 14, 2020, 5:00 p.m. CDT Guidance Regarding Online Classes March 16-20 Dear Texas A&M Faculty, Staff and Students, Below is an update which has also been shared with department and college leadership to help clarify the March 16-20 online classes. This information is also being posted on the central website today and shared via social media to help clarify. Classes Week of March 16 – 20 Face-to-face classes are canceled March 16-20. Classes resume online only March 23 – April 28 (the last day of classes). No assignments, exams or quizzes are permitted until March 23, 2020. Faculty will communicate with students and post a new syllabus. Note that some exceptions are being routed through leadership on a case-by-case basis for small graduate classes to meet in person and that any graduate or professional studies students with questions in these cases can consult their faculty. For courses that were previously online Prior to this week, if your course was delivered online synchronously (meaning that the instructor and students are online and communicating live at the same scheduled time), then all undergraduate and graduate courses are canceled as are all assignments until March 23, 2020. Faculty should communicate with students and post a new syllabus. Prior to this week, if your course for undergraduates was delivered online asynchronously  (meaning that the instructor posts content for students to complete on their own by certain dates), then no assignments, exams or quizzes are permitted until March 23, 2020. However, new content may be added to the course during the week of March 16-20. Faculty should communicate with students and post a new syllabus. Prior to this week, if your course for graduate students was delivered online asynchronously  (again meaning that the instructor posts content for the students to complete on their own by certain dates), then no new content, assignments, exams or quizzes are permitted until Wednesday, March 18, 2020.  Asynchronous graduate courses may resume on Wednesday, March 18.  Faculty should communicate with students and post a new syllabus. Final Exams and Commencement A determination will be made in the coming weeks about the ability to hold final exams in person, as well as commencement. Campus Remains Open The university remains open to faculty, staff and students who choose to be on campus. No undergraduate students are required to be physically on campus but students are permitted to be on campus for services and facility usage in line with meeting cap numbers as outlined below. Graduate and professional students should contact their respective programs for additional guidance. Students conducting clinical activities or student teaching should consult your respective program leadership for guidance. Please consult the central website for continued updates. Thank you for your input, patience and collaboration. Carol A. Fierke Texas A&M University Provost and Executive Vice President"
15-Mar-20,305,T_A&M_U,"March 15, 2020, 5:30 p.m. CDT International Travelers and Self Isolation International Travelers Clearing Customs at 13 Airports Should Self Isolate for 14-Days Before Returning to Campus As you may be aware, the new United States government travel restrictions are routing travelers from Europe and other Level 3 countries through a specific set of 13 arrival airports in the United States. As a result of the increased health screening upon arrival at these airports, and as these airports are experiencing long delays and large volumes of traffic clearing customs and health screening, any international traveler arriving at these airports (listed below) – be it coming from a Level 3 or other country – from Saturday March 14 onward will have an increased chance of exposure than other travelers. Therefore, any faculty, staff and students returning from international travel on or after March 14 and arriving in-country to clear customs at the Boston (BOS), Miami (MIA), New York City (JFK), Chicago (ORD), San Francisco (SFO), Seattle (SEA), Los Angeles (LAX), Atlanta (ATL), Honolulu (HNL), Newark (EWR), Dallas (DFW), Detroit (DTW) or Washington, D.C. (IAD) international airports should consider themselves as having returned from a Level 3 COVID-19 location and self-isolate for 14 days after their arrival before returning to campus. Self-isolation guidance is listed in Frequently Asked Questions section of this web page and on the CDC Care Guide. Domestic travelers through all airports and international travelers from non-level 3 countries arriving at airports other than those listed are required only to self-monitor at this time. Self-monitoring guidance is listed in Frequently Asked Questions section of this web page and on the CDC Care Guide. Only international travel should be recorded on the travel reporting portal. Thank you for helping to keep our campus and community safe. Carol A. Fierke Texas A&M University Provost and Executive Vice President"
17-Mar-20,430,T_A&M_U,"March 17, 2020, 4:00 p.m. CDT Due to the global COVID-19 coronavirus pandemic and restrictions on event sizes announced by the White House, Spring graduation ceremonies will be postponed. The university is planning mail delivery of diplomas to graduates (with normal shipping costs waived) and is also considering opportunities for in-person ceremony options later this summer for those May graduates wishing to do so. There is no impact at this time to August in-person graduation ceremonies. Three other major decisions made today include the following: Final exams will not be taken in person. Online testing and other mechanisms for the assessment of student learning are under consideration in collaboration with college deans and faculty and will be announced in the near future. Family Weekend, a 101-year-old tradition filled with dozens of events scheduled for April has also been canceled. The Campus Muster Committee announced that the campus Muster Ceremony would not be held in its traditional in-person format in Reed Arena. The Muster Committee is working closely with The Association of Former Students to provide guidance to the campus and the entire Aggie Network. The World Health Organization declared COVID-19 a worldwide pandemic last week, prompting Brazos County, the State of Texas and the federal government to declare a public health emergency. Meanwhile, the White House advised Americans to avoid social gatherings of more than 10 people. The Association of Former Students announced earlier today that Aggie Ring Day scheduled for April has been canceled. Alternate plans were sent to recipients through an email notification. Students will be able to have their ring mailed to them or they can pick it up at the Williams Alumni Center after Texas A&M resumes normal operations. President Michael K. Young said that leaders at the university recognize how the cancellations and changes associated with the virus have created uncertainty and disappointment. ""These are very difficult decisions made with careful thought and input from faculty, staff and students,"" Young said. ""Around the world and here in Aggieland, the unprecedented disruption and sprawling impact of the pandemic are unfolding at a precious time for our university — graduation, finals, major events. And at the same time, we know that most essential is preserving health and safety and continuing to support ongoing education online."" ""Aggies always rise to the occasion and I’m confident we will do so in this situation,"" he said. ""We need to take care of each other, support one another and together we will find our way through."" Frequently Asked Questions and other updated information can be viewed on the TAMU COVID-19 Guidance site."
19-Mar-20,833,T_A&M_U,"March 19, 2020, 4:00 p.m. CDT Dear Students, Faculty, Staff, Families and Aggie Network, Our nation, state and we here at Texas A&M University face serious challenges from this global pandemic. This extraordinary situation with COVID-19 coronavirus requires applying everything we are as Aggies – leadership, loyalty, integrity, excellence, respect for each other, and, of course, selfless service – to navigate daily challenges. During this moment of uncertainty, I understand the stress and anxiety many may feel. And yet, I have great faith in our Aggie community. We will get through this together and demonstrate again Aggies’ capacity to surmount every challenge. Just today, Brazos County Health District reported that one of our students in Brazos County tested positive for COVID-19 after traveling to New York. We have confirmed that the student was not on campus after travelling to New York. We send our best wishes for recovery and are supporting our student and the health authorities. There are no other known cases among Texas A&M students, faculty and staff at this time. We continue to monitor developments and will keep you apprised. Like many of you, in addition to concern for all who may face such a diagnosis, I am deeply disappointed that circumstances have forced us to postpone or adjust so many of our timeless traditions. I think of the thousands of students whose hearts were set on walking across the stage to receive their diplomas in May. I think of those who were looking forward to honoring a loved one in person here at Muster. Of dozens of events related to the 101-year-old Family Weekend tradition. And I think of those who dreamed of proudly receiving their Aggie ring, surrounded by family and friends at the Haynes Ring Plaza. In recent days, I am reminded that these are not the only traditions that define us. So too does the character that the absence of these beloved events reveals inside us. As we continue to monitor the best ways to respond to the unprecedented impact of this historic pandemic, I am sincerely grateful for everyone helping us address our two highest priorities. First of all, I would like to thank all of those who have gone above and beyond the call of duty to ensure the health and safety of our students, faculty and staff at our campuses in Texas, at our Qatar campus, and in support of our education abroad programs around the world. Our spirit of collaboration and compassion has been on full display as we continue to work diligently to assist students who have been impacted by our current state of affairs. Secondly, I want to recognize the large contingent of faculty and staff who are helping us keep our core educational mission intact as much as possible by making the transition to online classes, further protecting the wellbeing of our campuses and local communities. I would like to offer a few words about our operations as we are set to resume all classes next week online. We’ve seen a lot of campus closures across the nation. We remain open as circumstances allow with a full commitment to protecting the safety and educational environment for students who choose to come back to our campuses, as well as faculty and staff. On our campuses, this translates to remote work where possible for faculty and staff while core on-campus services continue. The “new normal” for the time being includes a number of adjustments: online instruction, as well as online support, including counseling and advising, take-away-only dining and limited transportation with social distancing throughout all campus facilities. While many of our students have returned or have chosen to stay at their homes elsewhere, those on our campuses will experience modified services to ensure safety and a productive learning environment. We encourage students and their families to determine the best choice themselves, be it in their homes or on one of our Texas campuses. Our collective efforts have helped us respond to COVID-19 challenges as they arise, and we are also mindful that new developments and recommendations are constantly emerging, which is why we’ve created a central website for coronavirus updates  across a range of relevant topics. As you all know, circumstances change on a rapid basis. I encourage you to visit the site often for the latest updates. Although what we are undergoing now is certainly not part of the common Texas A&M educational experience, it’s not entirely unprecedented. More than 100 years ago, in response to the 1918 Spanish flu epidemic, university activities were dramatically modified. Aggies learned then the lessons about dedication, resilience and service. And again today, this situation teaches us lessons of perseverance, innovation, compassion and loyalty to our communities, our state, our nation and our world. With gratitude for all you’re doing and great appreciation for the privilege I have of being part of the Aggie community, I thank you for your patience and understanding as we get through this together. Michael K. Young President, Texas A&M University"
19-Mar-20,285,T_A&M_U,"March 19, 2020, 5:30 p.m. CDT At the direction of President Young, please see the following travel advisory updates and please continue to check the TAMU COVID FAQs for updated information. Until further notice, university-sponsored domestic and foreign travel is suspended unless the travel is deemed mission critical. All such proposed domestic and foreign travel requests must be submitted through Concur so the Office of Risk, Ethics and Compliance can conduct an assessment before making a recommendation to the Office of the Provost. Final approval is required prior to departure, therefore, requests should be submitted at least five (5) business days before the proposed travel to enable completion of the review and approval process. It is advised that no funds are paid on planned travel prior to final approval being granted. Contact Jason Boyle (jboyle@tamu.edu) with the Office of Risk, Ethics and Compliance with any questions. Additionally, the university strongly discourages international travel and domestic air travel outside of Texas. Domestic Travelers Guidance Domestic travelers are required only to self-monitor at this time. Domestic travelers do NOT need to self isolate unless feeling ill or in a household with someone ill. Domestic travelers do NOT need to complete the international travel reporting portal. Guidance for self-monitoring is in the Frequently Asked Questions section of this web page and on the CDC Care Guide. International Travelers Guidance International and cruise travelers must self-isolate for 14 days prior to return to campus; All international travelers must fill out a form in the international travel reporting portal Guidance for self-isolating is listed in Frequently Asked Questions section of this web page and on the CDC Care Guide. All international travelers must fill out the international travel reporting portal."
20-Mar-20,272,T_A&M_U,"March 20, 2020, 4:00 p.m. CDT Faculty, Staff and Students, Please see the following operational updates for March 20. Please continue to consult the Central COVID Website for up-to-date information. Ongoing reminder for social distancing and meetings of less than 10 for faculty, staff, students and student workers: Stay at least six feet away from each other, and do not schedule in-person meetings involving more than 10 people. Student workers, including graduate assistants assisting faculty in person (e.g. helping faculty move courses to online instruction and research) are reminded to keep this top of mind. Suspended classes will resume March 23 online. Faculty prepare for online delivery of instruction including labs. March 23 – May 10 Classes are online. With approval, limited graduate classes may continue with in-person instruction if less than 10 students are involved and with adequate accommodations for social distancing. Final exams will not be taken in person. April 4 – May 31 Please continue to consult the Central COVID-19 website for updates. Visitors should not come on campus. Impact examples during this time: No on-campus recruiting No campus tours No intercollegiate competitions Family Weekend canceled Final Review canceled Muster ceremonies online May Commencements postponed Third-party events canceled MS-150 bike race canceled One Hope Concert canceled March 23 – June 30 Education abroad with departure dates in this range are canceled. This includes May-mesters. Until Further Notice University-sponsored international and domestic travel is prohibited until further notice. Exceptions to business travel prohibition may be requested for “mission critical” travel needs. Requests must be submitted via Concur at least five business days prior to travel. Personal international and domestic travel is strongly discouraged."
20-Mar-20,298,T_A&M_U,"March 20, 2020, 10:00 p.m. CDT This timely warning to all Texas A&M community members on all campuses and remote sites is issued to comply with the federal Jeanne Clery Disclosure of Campus Security Policy and Campus Crime Statistics Act (Clery Act) and Texas A&M University policies for compliance with that act. To all Members of the Texas A&M University Community: The welfare and safety of our community during this time is our primary concern. We are writing to inform you of recent developments relating to COVID-19. Over the past two weeks, President Young and Provost Fierke and other university leaders have communicated warnings and developments daily via mass emails, social media alerts, and a university COVID-19 central website dedicated to our response to COVID-19. We continue to work in concert with the guidance and response efforts of the federal government, the state of Texas and local authorities. This one-time communication provides the required warning related to these events. Ongoing updates regarding Texas A&M actions in response to the COVID-19 pandemic will be posted on https://www.tamu.edu/coronavirus/. For Galveston campus, visit  https://www.tamug.edu/covid-19/. For TAMU-Qatar, visit https://www.qatar.tamu.edu/coronavirus. Yesterday, President Young issued a letter to campus in which he identified the first known case of a student living off-campus who tested positive for COVID-19. Today, the Brazos County Health District announced a total of six confirmed cases to-date of COVID-19 in Brazos County including a second case involving another off-campus Texas A&M student who followed appropriate protocols in seeking treatment at the on-campus Student Health Services (SHS). The SHS has separate staffed entrances and instructions on its page at https://shs.tamu.edu/coronavirus/ for reporting-for-treatment protocols related to COVID-19 symptoms. The individual was tested at SHS and directed to self-isolate at his off-campus residence. The Brazos County Health District has tracked contact patterns to be in communication with those with whom these individuals came in close contact. The Brazos County Health District advised today evidence of community spread in Brazos County, as has been the case in other areas of Texas. This community spread case was not one of the aforementioned Texas A&M cases. Since that time, we have learned of two more individuals associated with Texas A&M who have tested positive: one individual who works in a small area of the veterinary school and one individual at the Round Rock campus of the Texas A&M Health Science Center. Health authorities have been notified and contact tracing begun. We take this opportunity to remind our community of important information regarding COVID-19. In an effort to slow the spread of the virus, we are requesting your immediate attention to and compliance with the following health-authority-recommended practices – not only to ensure your own well-being, but the well-being of others: Engage in social distancing of six or more feet. Stay home when ill or if other family members are ill. Leverage telework options. Avoid close contact with people who are sick. Wash your hands often with soap and water for at least 20 seconds. If soap and water are not available, use an alcohol-based hand sanitizer. Avoid touching your face, eyes, nose, and mouth with unwashed hands. Cover your cough or sneeze with a tissue, then throw the tissue in the trash. Clean and disinfect frequently touched objects and surfaces. Get a flu vaccine. Watch for cough, troubled breathing, or other signs of respiratory infection. Monitor temperature for a fever above 100.4 degrees F (38 degrees C). As stated above, ongoing updates regarding Texas A&M’s response to COVID-19 will be posted on https://www.tamu.edu/coronavirus/. For Galveston campus, visit  https://www.tamug.edu/covid-19/. For TAMU-Qatar, visit https://www.qatar.tamu.edu/coronavirus. Sincerely, Chris Meyer Office of Safety and Security Texas A&M University"
21-Mar-20,631,T_A&M_U,"March 21, 2020, 1:20 p.m. CDT Temporary Changes to Grading, Q-Drop and Withdrawal Deadlines Sent on behalf of President Michael K. Young and Provost and Executive Vice President Carol A. Fierke Upon a recommendation from the Faculty Senate Executive Committee and approved by President Young, students will have the opportunity to choose Satisfactory/Unsatisfactory (S/U) grading for any course in which they are enrolled in the spring semester 2020. Students have until 5pm on Tuesday, April 28th to make changes to their grading options. Details of the Faculty Senate Executive Committee’s proposal are outlined below. Additional guidance to students on how to opt-in to S/U grading will be provided next week. This may not be applicable to students in first professional degree programs who should contact their program for grading information. In addition to the S/U grading, the Q-drop and Withdrawal deadline has been extended to 5 p.m. on Friday, April 24th. Q-drops after Spring Break will not count toward the institutional limit of 4 nor the state limit on drops. Any student considering the change from graded to S/U grading may need to consult with an academic advisor, professional school advisor, athletics advisor, or financial aid advisor to understand the implications of the change on one’s future plans including progress toward a degree or financial aid. Finally, the Faculty Senate Executive Committee is asking faculty to ensure that students have ample opportunity to engage with them during this shift to online instruction. We would like to thank the Faculty Senate Executive Committee for their work and deliberation on these important matters. FULL TEXT OF FACULTY SENATE RECOMMENDATIONS The Faculty Senate Executive Committee met on March 18, 2020 to discuss options surrounding issues of Satisfactory/Unsatisfactory (S/U) grading this semester. The recommendations of the Faculty Senate on this issue are: Retain the course’s current grading scheme as the default (e.g., Letter grade: A, B, C, D, or F). Students may choose an S/U grading scheme on a course-by-course basis for the spring 2020 semester. All programs that normally require a course for a letter grade must accept S/U grades for all courses this semester. Students will be allowed to switch to S/U Grading until the last day of classes by 5 p.m. on April 28th. Students are strongly advised to talk with their academic advisor before switching any course to S/U grading. If a student is currently not making satisfactory academic progress for financial aid and is on an academic plan, those students should consult with a financial aid advisor prior to switching any course to S/U grading. The S/U grading will adhere to its current Definition in Student Rule 10 (Student Rule 10; “S: Satisfactory (C or above, hours not included in GPA, U: Unsatisfactory (D or F), no grade points, hours included in GPA), except as noted in number 7 below. Any U or F grade received this semester will be removed from GPA computations. S/U grading applies to both Undergraduates and Graduate Students. Similarly, the Executive Committee also recommends the University consider: Extending the Q-drop deadline until April 24th. Q-drops requested after Spring Break will not be added to the student’s cumulative Q-Drop total. Extending the withdrawal deadline to 5 p.m. on April 24th. The Faculty Senate Executive Committee also makes the following recommendation regarding Instructional office hours this semester: The Faculty Senate Executive Committee believes it is the responsibility of all Faculty and Instructors of Record to ensure that all students have adequate access to their instructors during this unique semester. Therefore, we implore every Instructor of Record to ensure that they are holding frequent, potentially extended, and published office hours. This published information, disseminated to their students, should include specific details on the instructor’s preferred method of communication, and how, where, and when that instructor can be contacted."
23-Mar-20,493,T_A&M_U,"March 23, 2020, 10:30 a.m. CDT Dear Faculty and Staff, I would like to express my tremendous gratitude to everyone helping us mobilize the entire university in response to the coronavirus (COVID-19). In a matter of days, your heroic efforts have helped us fundamentally change everything we do – from educating our students, to conducting research, to maintaining essential business operations. During this challenging time, you have shown us the true character of our university community. Aggies never shrink from a challenge, they always rise to the occasion – with decisive action, inspiring innovation and remarkable determination. As faculty members, you have demonstrated your incredible care for and commitment to our students. Although circumstances have dramatically altered your plans for research and teaching, you have stepped up at an important moment. You have shared your collective wisdom and resources with colleagues across the university, working rapidly and tirelessly to rewrite syllabi and take all of our educational efforts online. I know how meaningful your efforts are for our students, and I want you to know how much all of us appreciate your hard work. I also want to thank and recognize the dedication of our exceptional staff across the university. At a time of great need, you have stepped forward with flexibility, resiliency and resolve. In addition to keeping our campus clean and safe, you are providing the entire IT infrastructure that is making all of our endeavors possible – from online classes, to Zoom meetings, to keeping our Learning Management System running smoothly. In only days you have set up both the TAMU Keep Teaching site to help faculty get connected quickly with resources as well as the TAMU Keep Learning site to help students do the same. You have also conducted most of the 1,342 technology trainings centrally, as well as countless sessions in our colleges and departments. The Central TAMU COVID-19 site that provides a centralized hub for updates and resources has been viewed more than 325,000 times. As we move so many services online, we know the process won’t be perfect. There will be challenges that will arise and things that may not work as planned. We appreciate your patience and understanding as we do our best to maintain the very highest quality of education and research, as well as ensure the health and safety of everyone at Texas A&M. For many members of our university community, this has been a demanding time. So many of you have worked round-the-clock, night and day, without rest or relief. You have had to adjust work schedules and find new solutions for childcare. While words may be of little comfort, I want you to know this. We all see your efforts. We appreciate all of your contributions. And we are all truly grateful for your extraordinary service. Thank you for your support and your continued commitment as we work together to keep everyone safe and carry out our educational mission. Sincerely, Michael K. Young President"
23-Mar-20,345,T_A&M_U,"Update: March 23, 2020, 6 p.m. CDT At 4:30 p.m. March 23, Brazos County Judge Duane Peters, along with the mayors of Bryan and College Station, ordered individuals to shelter at their place of residence beginning at 9 p.m. Tuesday, March 24 for two weeks. This does not preclude students from leaving campus to travel home or to travel to essential activities (obtaining food, healthcare and medical supplies) or exercising outside with social distancing of six feet or more. For the full order, go here. March 23, 2020, 3:00 p.m. CDT Students, Yesterday, Governor Abbott held a news conference to brief on measures that he and other state leaders are taking to help slow the spread of COVID-19, including not leaving home unless necessary. He did not order a state-wide shelter in place of residence to allow counties the option to do so on a county-by-county basis. Given that Dallas and McLennan Counties have announced their own shelter in place of residence orders, and others may follow suit very soon, all students may want to consider returning to their family home residences. For those in need of housing, you may remain in on-campus housing and should be prepared to shelter in place if the order follows for our College Station and/or Galveston campuses. We will of course continue dining take-out, medical and other essential services, and academic affairs support has already moved online. On-campus students choosing to depart may utilize an “Express Check-Out” option with Residence Life to allow for an orderly move of belongings. Students who have been dwelling in their family homes but retained on-campus housing and wish to check out may also coordinate with Residence Life on arranging to pick up their belongings at some point this semester. The Texas A&M System is reviewing dining and housing credit or refund options and will provide guidance in the very near future. Thank you for your patience and understanding as we do all we can to support Aggies, especially those who may not have other housing and dining options. Sincerely, Michael K. Young President"
24-Mar-20,406,T_A&M_U,"March 24, 2020, 12:00 p.m. CDT Campus Credits/Refund Message Texas A&M University is pleased to provide the following options to students for prorated credits for housing and dining as follows. Refunds for parking have been included in FAQs on the TAMU COVID-19 website and will be handled under normal procedures, found at: https://transport.tamu.edu/parking.aspx. For those considering departure from on-campus housing this spring given the pandemic, you may do so anytime between now and the end of the semester, May 9, by coordinating with Residence Life, to include social distancing as required when arranging for check-out. Housing (Residence Halls, Corps of Cadets, and White Creek): For residents canceling their housing contract, removing their belongings, and returning their key prior to March 24, 2020, room rent refunds or credits will be based on the number of nights between March 24 and the end of the contract term, May 9.  For residents canceling their housing contract, removing their belongings, and returning their key after March 24, room rent refunds or credits will be based on the number of nights between the date of check-out and the end of the contract term, May 9. Individuals who have questions about this process should contact Residence Life: 888-451-3896 or 979-845-4744 or https://reslife.tamu.edu/on-campus-housing-update/ Housing (Gardens Apartments): For residents canceling their 2019-2020 Gardens contract, beginning March 24, rent and electric charges will end on the day the key is returned to the office or key drop box at the north entrance of the community center. There will be no penalties for failure to give full notice and early cancellation from March 24 through May 22 (or July 31 if a 12-month contract). Dining: Students who wish to receive a refund (or credit) for dining must apply at https://fda.tamu.edu/diningcredit; the students’ dining privileges will be suspended the business day following their application. This refund (or credit) will be calculated based upon the total amount of unused dining dollars and a prorated amount for meal plans based on the length of time between the business day following their application and May 9, 2020. For either Housing (other than Gardens Apartments) or Dining, students may choose to either apply any prorated amounts as a credit to their Fall 2020 student fees or receive a direct refund. The amount of any refund will first be used to reduce any existing balance in the student’s fee account, with any remainder refunded via direct deposit. Sincerely, Michael K. Young President"
24-Mar-20,797,T_A&M_U,"Impact of Shelter in Place of Residence March 24, 2020, 2:00 p.m. CDT Dear Students, Faculty and Staff: These rapid succession of updates are necessary today as we respond to the Brazos County deadline shelter in place of residence order and I ask you to review carefully. Any updates will continue to be housed on the COVID-19 TAMU site. Galveston and other campuses will also issue guidance specific to their locations in line with the information below. Here are some important things you need to know about how the shelter in place of residence order affects the University: Faculty and staff should telework unless deemed essential to be on campus. All non-essential university offices will limit face-to-face interactions and move to virtual support to the general public at 5 p.m. today. All building entrances will revert to controlled access for faculty, staff, and students. We ask that you contact your supervisor to discuss any required on-campus staffing for your office. Any individual who is in a high-risk category should not be required to come to campus. Essential on-campus services will continue in support of students, faculty and staff. Even in a telework environment with few on-campus personnel, it is important that we continue to provide limited, yet essential on-campus services in support of students, faculty, and staff. For students, this includes on-campus housing, food service, and student health service as well as limited transportation to and from campus and restricted areas for computing labs and accessing wireless internet. All of these activities must be carried out using social distancing practices. Please see keeplearning.tamu.edu site and the main COVID-19 TAMU site for updates on available student services and hours of operation. Guidance to Faculty and Graduate Students and Continuity of Instruction: For faculty and graduate students who are teaching or supporting instruction, one essential priority is to continue our crucial online course instruction and activities needed to support teaching that will remain online at least through the end of the spring semester. We encourage faculty and graduate students who are teaching courses to develop methods that allow for the continuation of instruction that minimizes time on campus. Those individuals who need campus facilities to teach an online course can contact their respective department head for details on access.  Please refer to keepteaching.tamu.edu site for additional teaching resources. Staff Guidance: For staff, we ask that you contact your supervisor to discuss the expectations of your work arrangements. Please refer to earlier e-mails on the Human Resources web site on instructions for continuing work assignments. Ongoing Critical Services: Critical aspects of our business operations are considered essential under the orders and these will continue. These include but are not limited to: health services, food services that are available to-go, emergency responders, public safety, mail services, residence halls, janitorial and maintenance services, technology support, financial services, essential transportation services, airport, construction where approved, utilities and scientific research. Ongoing Research: Regarding ongoing scientific research, the Office of Research provides the following guidance: To the extent possible, Texas A&M researchers are encouraged to engage in activities that can be performed remotely (e.g., writing, data analysis, etc.); essential laboratory operations are permissible, provided they can be performed while meeting the “6-feet” requirement for social distancing. Graduate researchers may come to the research labs to conduct research activities that cannot be performed remotely. Paid undergraduate student workers may continue to carry out important support functions necessary for continuing laboratory operation. Any individual who is in a high-risk category should not be required to come to campus. Please seevpr.tamu.edu/covid-19 for additional information. Students must comply with applicable local government orders. In most cases, the orders allow students to leave their residence only for essential activities, such as going to the grocery store or picking up to-go meals on campus or from restaurants, visiting a healthcare professional and engaging in outdoor activity, such as walking, hiking, running, or riding a bicycle, with proper social distancing.  Students may also leave to go to university-designated locations for accessing computers and internet resources as indicated on keeplearning.tamu.edu. Please consult the central COVID-19 TAMU site for facility availability and hours updates. Student Health Including Counseling. For student counseling and student health, please refer to information provided by the Division of Student Affairs. Main Campus University Libraries will be closed to walk-in traffic. However, library personnel will continue digitizing resources to support online teaching. Access to all of the libraries’ digital resources and online research support will continue uninterrupted. We will continue to share information and updates by email, social media and on our central COVID-19 TAMU site for facility availability and hours updates. These are clearly difficult circumstances for everyone. We deeply appreciate the level of commitment of our faculty, staff and students in these challenging times. Michael K. Young President"
24-Mar-20,57,T_A&M_U,"March 24, 2020, 4:45 p.m. CDT A Message About Respect at Texas A&M Dear A&M Community, Please see this attached message as leaders from across the university join me in relaying the importance of living our core value of respect in person and online now more than ever. Take care of each other, Michael K. Young President"
25-Mar-20,513,T_A&M_U,"March 25, 2020, 3:30 p.m. CDT Welcome back to classes this week! Dear Students, I would like to welcome everyone resuming classes at Texas A&M this week in a “new normal” online. Given the recent shelter in place at residence order from Brazos, Galveston and other counties impacting our campuses and sites, I also want to thank you for your tremendous patience and understanding during this challenging time. I was honored to be invited to join yesterday’s Facebook Live Virtual Town Hall Meeting hosted by Student body President Mikey Jaillet and Student body President-elect Eric Mendoza. Other senior university leaders and myself appreciated the engagement and opportunity to address what is on your minds as we were ""social distanced"" across multiple studios at KAMU and another building! As we continue to respond to new updates, I want to assure you that our top priority is your health and safety. Thanks to the heroic efforts of our faculty and staff, we have made major adjustments to bring everything online, greatly reducing the risk you face during this historic pandemic. For those who needed to return to our campuses, we have taken extensive measures to ensure your safety, with some buildings offering monitors to promote social distancing and all of our facilities providing enhanced procedures to promote public health. As new developments emerge, please visit the TAMU Central COVID-19 Website for coronavirus-related updates across a wide range of relevant topics. Campus remains open, but with classes moving online many of you have decided to stay home. To that end, all of our academic and support services are, to the extent possible, available virtually. I encourage you to visit the Keep Learning site for ongoing updates. For those of you who have decided to stay on campus, we will continue to provide essential services such as grab-and-go dining. Bus transportation will be available on campus, with limited passengers to ensure social distancing. Campus ATMs remain in operation. Please consult the central site or the Keep Learning site for building hours, as some academic buildings will remain accessible only for those who have key card access and will close by 5:00 p.m. Yesterday we were delighted to announce credits or refunds for on-campus housing, dining and parking for those who will no longer use these services this spring. While online classes have gone well so far, please understand that everything will not be perfect. During this unprecedented moment in our nation’s history, our faculty and staff have made enormous efforts to continue your education. However, there may still be logistical challenges that arise, and we may need to make changes to enhance your experience. As we get through this together, I want to assure you that Aggies will continue to learn and graduate from Texas A&M, moving on to engage in extraordinary acts of service to our state, our nation and world just as they have for more than 140 years. Thank you for your patience and understanding, and for making us all proud to say you are students at Texas A&M. Sincerely, Michael K. Young President"
25-Mar-20,369,T_A&M_U,"Skip Navigation TEXAS A&M UNIVERSITY FIND INFO FOR: Future Students Search Texas A&M University Logo About Admissions Academics Athletics Research Student Life HOMECORONAVIRUSPLANS FOR SUMMER 2020 COURSE OFFERINGS Plans for Summer 2020 Course Offerings March 26, 2020, 10:00 a.m. CDT Dear Students: We made the decision this week that all courses in the first summer term, the 10-week summer term, and the May “minimester” will be delivered online. In an effort to help students, distance education differential tuition will not be charged for online courses this summer at an individual course level. For distance education degree programs with a program fee, there is no change in how they will be charged. At this time, we are planning for traditional, face-to-face delivery in the second summer term with a back-up plan for online delivery depending on the length of the current situation.  We will communicate final plans for the second summer session early enough for individuals to plan accordingly. Additionally, we are working to ensure we have a robust variety of summer coursework needed to make progress toward your degree. Registration begins March 30 and will continue as scheduled. As a reminder, please consult the central Texas A&M University page for regular updates as well as keeplearning.tamu.edu. Carol A. Fierke Provost and Executive Vice President ABOUT TEXAS A&M Texas A&M at a Glance Aggie Traditions Colleges & Departments GLOBAL SCOPE Global Partnership Services Education Abroad ADMISSIONS AGGIEBOUND Office of Admissions Scholarships & Financial Aid Course Catalogs Cost Calculator ACADEMIC RESOURCES Majors Rankings & Recognitions University Libraries SERVICES/RESOURCES Parking & Transportation Housing Dining Make a Gift Employment Diversity & Inclusion Emergency Preparedness Contact Us Texas A&M University979-845-3211College Station TX 77843 USATAMU Facebook TAMU Twitter TAMU Instagram TAMU Snapchat TAMU LinkedIn TAMU Pinterest TAMU Youtube TAMU Reddit Texas A&M University Texas A&M at Galveston Texas A&M at Qatar Texas A&M University System Site Policies College Station, TX © 2020 Texas A&M University Title IX Reporting Sexual Misconduct Policy Mental Health Resources Risk, Fraud & Misconduct Hotline Notice of Nondiscrimination Course Schedules & Syllabus, Faculty CV Institutional Resumes Accountability CARES Act Guidance and Reporting State of Texas Statewide Search State Link Policy Open Records Accreditation Complaints Texas Veterans Portal Texas CREWS (PDF)"
