link,date,content,school
https://www.ucf.edu/coronavirus/bringing-a-challenging-semester-to-a-successful-close/,20-Apr-2020,"As the end of a historic semester approaches, I want to tell you how very proud I am of how our faculty have responded to the greatest teaching challenge of our professional lives.

The abrupt shift to remote teaching required a heavy lift in a very short time. In a single week, our faculty, with help from the Division of Digital Learning, moved almost 6,000 face-to-face and blended sections to remote delivery. This transition occurred in the midst of personal struggles with family care, health concerns, working remotely and, for some, personal loss. Add to that the emotional labor of supporting struggling students, and it is a heavy load.

I am grateful for all that you’ve done and how you continue to support our students and one another.

This sudden change has not, of course, been seamless for faculty or for students. Collectively, our students are facing job loss, fear of illness and the future, and the switch to remote classes. For more students than we would like, this is a hard time. The same is true for our colleagues who work for UCF.

As the semester nears an end, I again ask that you treat your students and one another with compassion. Students with technology problems, illness, or anxiety may need your consideration to complete assignments or exams.

Please also take the online “Kognito At-Risk” training to learn more about how to help students at risk. Instructions are at https://hr.ucf.edu/files/Kognito-Course-Completion-Guide.pdf.

We have been offered a simple way to help our UCF colleagues in need: to donate sick leave hours (or annual leave hours for 12-month employees). Faculty collectively have over 1 million hours of sick leave. Please consider donating some of yours at https://www.ucf.edu/lp/knights-care-leave-share/#donating-leave. I have donated, and I hope you will too.

Thank you, and may you stay safe and well as we look to better days ahead.

Michael D. Johnson
Interim Provost and Vice President for Academic Affairs",University of Central Florida
https://www.ucf.edu/coronavirus/caring-for-our-ucf-family/,17-Apr-2020,"We know that this is a difficult time for everyone, which is why it is more important than ever for us to join together and take care of our UCF family.

Our faculty and staff have worked hard to keep our university running as smoothly as possible through remote teaching and working. Even before my arrival, I have been so impressed by your innovative spirit and commitment to our students — and each other — during these challenges.

Through the federal Families First Coronavirus Response Act, UCF employees are eligible to receive up to two weeks of paid sick leave. But some members of our UCF family already need extended leaves of absence to take care of themselves or their families, while others are unable to work remotely.

That’s why we are launching the Knights Care Leave Share. Through this program, you are able to donate your annual and sick leave into a UCF-sponsored leave bank for your fellow employees who have been adversely affected by the COVID-19 pandemic and have exhausted all of their personal leave. Eligible recipients will be paid their normal rate.

Leave donations will be accepted through April 24. The program is entirely voluntary. If you would like to and are able to donate your time to your colleagues, you can do so by submitting a donation form. If you need a donation, please ask for help by completing an application.

Remember, we’re all in this together.

Please continue to take care of yourselves and each other. And, as always, Charge On!

Alexander N. Cartwright
President",University of Central Florida
https://www.ucf.edu/coronavirus/remote-instruction-to-continue-through-all-summer-sessions/,9-Apr-2020,"UCF will expand its period of remote instruction for all summer sessions to include Summer B, along with summer sessions A, C and D.

This means that the earliest face-to-face classes could resume is in the fall. At this time, remote work for employees will continue until further notice.

We recognize that this news may be disappointing for some of you and reassuring for others, while also leading to many questions.

While we don’t yet know the long-term impact of this pandemic, we wanted to make this decision well in advance to give students and faculty time to plan. Know that UCF has made this decision with the health and safety of our campus and broader communities top of mind.

In the coming weeks we’ll have more information to share about how this decision impacts you.

For Students
Student support functions, such as academic advising, financial aid, counseling and other essential resources, will continue to be offered remotely to help you be successful. UCF Keep Learning is another helpful resource to help students navigate online learning.

Incoming students will attend orientation virtually, and we are working on additional support services to help them thrive at UCF during the period of remote instruction and beyond.

No decision about summer commencement ceremonies has been made at this time.

Housing
In light of continued remote instruction, on-campus summer housing will not be available except for those students with extenuating circumstances who will be evaluated on a case-by-case basis.

More information will be shared directly with residents soon, and we ask for your patience as we navigate this challenging process.

It remains imperative that residents who didn’t return to campus after Spring Break not return to move out and retrieve their belongings. This is in line with the state’s “Safer At Home” order. We understand the strong desire to do so and will communicate information about moving out at a time when it is safe and prudent to do so.

For Faculty
We hope faculty are utilizing UCF Keep Teaching and have become familiar with our Faculty Toolkit.

Our Division of Digital Learning will remain a resource for faculty as they tailor summer courses to an online format.

While we do not yet know the future of COVID-19, one thing is certain: UCF’s dedication to student success is unwavering.

Despite the unprecedented challenges of this pandemic, we’ve already demonstrated our commitment to our mission by remaining flexible and creative. We must continue to do so, while also prioritizing our personal health and well-being.

Please continue to check UCF’s coronavirus website and your email for updates.",University of Central Florida
https://www.ucf.edu/coronavirus/charging-on-through-covid-19/,9-Apr-2020,"COVID-19 has impacted the way we operate at UCF, affecting everything from how students learn to how employees work and so much more.

Our university community has done a tremendous job persevering through the challenges posed by this pandemic, and we thank each and every one of you for your continued commitment to UCF’s mission of student success.

Today, UCF is sharing important updates that impact students and faculty and staff members.

S/U Grading Opt-In Period
Starting Friday, most students will be able to select whether they would like a satisfactory or unsatisfactory grade or a letter grade for each of their Spring 2020 classes. The opt-in period will be open until 11:59 p.m. April 27.

There are important factors to consider when making this decision, but given the possible academic disruptions and hardships students have faced in the wake of COVID-19, this gives them the ability to select the option that works best for them. Students are highly encouraged to consult with their advisors about their options.

To also help students think critically about the impacts of their decision, we’ve put together FAQs for undergraduate and graduate students. Instructions about how to opt-in to S/U grading are available here.

Updates for Employees
As a reminder, remote work for employees will continue until further notice.

UCF HR has been working to adapt to federal, state and university guidance related to COVID-19 and the Families First Coronavirus Response Act, the federal legislation that took effect on April 1.

UCF will continue to provide paid administrative leave through April 16 to eligible faculty and A&P and USPS employees who are unable to work remotely or on campus.

Use of emergency paid sick leave also has been expanded for all eligible employees who are unable to work due to the governor’s Safer At Home Order that took effect April 3. The expansion allows employees — including OPS — to use emergency paid sick leave if they are unable to work remotely or on campus because of the order. This includes employees whose units do not currently have work they can do.

Employees currently on administrative leave will be eligible to use emergency paid sick leave to cover hours they are unable to work from April 17-30 due to the Safer At Home Order.

Employees have already been granted the total hours of emergency paid sick leave they are eligible to receive and can view their leave balances on their April 10 paychecks via myUCF.

Review the updated HR FAQs. Employees are encouraged to reach out to their HR liaisons with any questions.

Testing Site on Campus
On Monday, a COVID-19 drive-through testing site opened in UCF’s Garage A, providing up to 250 tests a day on weekdays to members of the community with a prescription and appointment.

Students and faculty and staff members who are experiencing symptoms of COVID-19 are encouraged to reach out to a healthcare provider and inquire about testing. Students should contact Student Health Services at 407-823-2701. Faculty or staff members should call UCF Health at 407-266-3627.

Upon calling, individuals will be given an appointment to be screened for symptoms. Those who qualify for testing will be provided a prescription, which will then be sent to Aventus — the third-party company facilitating the testing — to schedule a time for testing.

Tests are administered efficiently via a drive-through process that takes no more than 10 minutes from the start of the appointment time, and results can be expected within 24-48 hours.

Additional Information
In this period of dynamic change and unprecedented challenge, our students and faculty and staff members keep charging on.

Please continue to do your part in combatting COVID-19 by staying home as much as possible, practicing social distancing and taking personal health precautions, including proper hand-washing and avoiding touching your face and frequently touched surfaces.

UCF will continue to share new developments on the coronavirus website.",University of Central Florida
https://www.ucf.edu/coronavirus/student-s-u-opt-in-period-starts-tomorrow-ends-april-27/,9-Apr-2020,"Starting tomorrow, April 10, students (except for M.D. students) will be able to select whether they would like a satisfactory or unsatisfactory (S/U) grade or a letter grade for each of their Spring 2020 classes.

The S/U opt-in period ends Monday, April 27, at 11:59 p.m., and choices can be made or changed at any time up to the final deadline.

Given the possible academic disruptions and hardships faced in the wake of COVID-19, students have the ability to select the option that works best for them as part of UCF’s commitment to student success. Instructions for choosing the S/U option are available here. In addition, please remember that the withdrawal deadline has been extended to Monday, April 20.

There are many important factors to consider before selecting or bypassing the S/U option. The option may not be a wise choice for students in all circumstances. For example, in selecting S/U grading, there may be issues associated with financial aid, meeting major requirements, honors, etc.

Students are highly encouraged to consult with their advisors about their options. To better understand S/U grading and potential implications, students are also encouraged to review these FAQs for undergraduate and graduate students.

How Will This S/U Option Work?
Faculty members will continue to assign grades as outlined in the syllabi. At the end of the semester, the grades they submit will be converted by the Registrar’s Office to either satisfactory or unsatisfactory, for students selecting this option. For undergraduate students who opt for S/U grading, grades A through C will be marked Satisfactory (S); for graduate students, A through B- will be Satisfactory (S). The grade designation will appear on transcripts with an annotation that the S/U option was offered this spring semester because of the pandemic. Neither S or U grades will affect the GPA. Finally, students who do not choose to opt into the S/U grading need to take no further action.

By now, I hope students are utilizing the online resources available at Keep Learning. For faculty, we have created Keep Teaching and a Faculty Toolkit with other resources.

This is an unprecedented time for all of us at UCF. Please continue to care for one another. And please stay safe.

For the most up-to-date information about coronavirus developments at UCF, visit https://www.ucf.edu/coronavirus/.",University of Central Florida
https://www.ucf.edu/coronavirus/dining-membership-refunds/,8-Apr-2020,"UCF appreciates everyone’s patience and understanding on dining membership refunds during the continually evolving COVID-19 pandemic. UCF will issue dining membership refunds to eligible students who are no longer on campus and have discontinued use of their dining membership.

Eligible students will receive a prorated refund based on the unused portion of their dining membership for the spring 2020 semester beginning March 16, 2020. The refund will also include unused spring dining dollars.

For students who have been approved to stay on campus, dining memberships will remain active.
For students who did not return to campus on or after Monday, March 16, a partial dining membership refund will be issued. The refund will be calculated by adding the prorated amount of unused meals after March 16, plus the total amount of unused spring dining dollars.
For students who returned to campus on or after Monday, March 16, but subsequently left campus early due to COVID-19, a partial refund will be issued. The refund will be calculated by adding the prorated amount of unused meals from the last date of use after March 16, plus the total amount of unused spring dining dollars.
Refunds will be posted in eligible students’ accounts and will be shown in their myUCF account. Most students have their student account linked to a bank through direct deposit. Students who do not have direct deposit are encouraged to sign up by logging in to myUCF, clicking Student Accounts, and clicking Direct Deposit.

Students who have not set up direct deposit before refunds are posted will have checks sent to their mailing address on file with UCF. Students are encouraged to verify the address on file is correct, and to update it if it is not. Verify or update your mailing address by logging in to myUCF, clicking Student Accounts, clicking Student Center, and reviewing the Personal Information section.

Any university balance will be paid prior to the refund being disbursed.

Please understand that this may take some time, given the current state of campus operations and demands on personnel time to address emergency issues associated with the pandemic. UCF will make every effort to issue the available refunds beginning Thursday April 9, following the posting of the credit.",University of Central Florida
https://www.ucf.edu/coronavirus/housing-update-florida-stay-at-home-order/,7-Apr-2020,"As the COVID-19 situation in our state and nation evolves, UCF continues to monitor guidance from local, state, and national officials. The governor of Florida issued a statewide stay-at-home order through at least April 30.

We understand that you may not have been able to return to campus after spring break and are anxious to retrieve your belongings from your room. Currently, it is neither safe nor prudent to allow you back onto campus to move out. Please be assured that your belongings are safe in your room. For those who do not have a summer assignment, move out dates have been extended past the previously listed April 28th move out date.

Once it is safe for residents to retrieve their belongings, we will communicate the move out process to you. If you are physically unable to return to campus once it is safe to do so, we will work with you regarding alternate options for your belongings. Updated instructions will be communicated via email, so please make sure to continue to check your Knights email regularly.

If you have already removed your belongings from your room, please let us know by logging into the housing portal and completing an Express Check Out form. If you did not return your keys, please place them in a heavy-duty envelope with a note containing your name, UCFID/VID number, building and room number, and mail them to the address below. Please note this only applies to bedroom and mailbox keys. Do not mail us your student ID card; we will deactivate your key card access electronically.

UCF Housing and Residence Life
Attention: Key Return
P.O. Box 163222
Orlando, FL 32816-3222

For now, we hope that you continue to stay safe and focus on your health and academic success. Please know that UCF continues to offer support and help in several ways:

Emergency Relief for UCF Students
UCF Student Care Services
UCF Counseling and Psychological Services
UCF Student Health Services
UCF Victim Services",University of Central Florida
https://www.ucf.edu/coronavirus/graduate-student-s-u-grading-policy-faqs/,3-Apr-2020,"Due to the extraordinary COVID-19 circumstances, UCF graduate students will have the opportunity to choose satisfactory/unsatisfactory (S/U) grading for eligible Spring 2020 courses. Students will be able to choose this option from April 10 through April 27. After April 27, students may no longer choose a grading system and their choices are final. Transcripts will indicate that the S/U option was made available this semester because of the pandemic.

It is very important that you contact your advisor and/or program director to see whether this choice makes sense for you. Choosing S/U may in some cases impact financial aid and this choice may not meet requirements for your degree.

Find out more and stay updated on information related to the College of Graduate Studies.

GRADING SYSTEM AND GPAs
The university uses an alphabetic system to identify student grades and other actions regarding student progress or class attendance, as follows. Refer to the catalog for detailed information.

Grades	Grading Points Per Semester Hour of Credit
A	4.00
A-	3.75
B+	3.25
B	3.00
B-	2.75
C+	2.25
C	2.00
C-	1.75
D+	1.25
D	1.00
D-	.75
F	0.00
NC	No Credit (replaces the use of D+, D and D- in certain cases)
S	Satisfactory (with credit) satisfactory progress
U	Unsatisfactory (no credit) unsatisfactory progress
If you choose to change your letter graded courses to an S/U grade, those selected courses with grades that are equivalent to a A, A-, B+, B or B- grades will be converted to a Satisfactory (S) grade.

If your instructor agrees to give you an Incomplete (I) grade, and you wish to opt in for S/U grading, you must opt in by April 27 for that course. Then, once you complete the course requirements (or fail to complete the course requirements in the time allowed), your earned letter grade will be converted to S/U on your transcript.

Grades of C+, C, C-, D+, D, D-, F or NC will be converted to an Unsatisfactory (U) grade. Keep in mind that most labs are linked directly to the course. If you are registered for a lab that is graded separately and does not require you to be registered simultaneously to the lecture, then the option will exist.

Grades of S and U do not impact the GPA. A grade of S will result in credit for the course, but it will not be used in the calculation of your GPA. A grade of U will reflect attempted credit that was not earned in the course, but it will not affect the GPA.

Students may select the S/U grading option for most courses that are graded. Keep in mind that most labs are linked directly to the course. If you are registered for a lab that is graded separately and does not require you to be registered simultaneously to the lecture, then the option will exist.

OPTING IN AND WITHDRAWAL
I am considering opting-in for an S/U grade for a class. How should I proceed?
Read through these FAQs, review your graduate program handbook, and schedule an appointment to speak with your faculty advisor and/or graduate program director for guidance. Some programs have requirements that limit you to letter grades (e.g., accreditation standards; minimum letter grade requirements) for certain classes. Additionally, some programs have strict rules about dismissal for “U” grades that you should consider as you make this choice.

I am in provisional admission status, on probation or on a conditional retention plan. Can I choose S/U grading?
Yes, but it is important to consider the implications of your choice. If you were admitted provisionally or are currently on probation or a Conditional Retention Plan, you should contact the student services team in Graduate Studies (email gradrcrd@ucf.edu) about your specific situation before opting in.

How does a student opt-in? By what deadline?
Students will opt-in by completing an online request form. When available, students will opt-in using the self-service option in myUCF. Navigate to my.UCF.edu > Student Self Service > Student Center > Other Academic (dropdown menu) > COVID-19 S/U Option. The decision to opt-in should be made in consultation with your faculty advisor and/or graduate program director as soon as possible. The S/U opt-in period will begin April 10; the last day to opt-in is April 27.

Can I withdraw from a class instead of opting-in for an S/U?
You can withdraw from a class until Monday, April 20.

What happens if I don’t opt-in for an S/U?
You will receive the letter grade you earn for your class(es).

How does my decision to opt-in for a S/U grading impact my financial aid and/or satisfactory academic progress (SAP)?
Information about the impact of S/U grading on financial aid will be given prior to April 10. Please pay attention to your knights.ucf.edu email for the information.

Will opting-in for S/U grades affect my tuition reimbursement from my employer? What about my scholarship?
It is important that you check with your employer or scholarship award PRIOR to opting in for S/U grading. Some employers and scholarships will only pay if you earn letter grades in your courses.

Is the request form available yet?
The online form is not yet available. It will be available April 10. Students will be notified when this online form is available.

COURSE ELIGIBILITY AND CONTINUED STUDIES
Are there any classes that are not eligible for S/U grading?
Most classes are eligible for the Spring 2020 S/U opt-in policy. There are only a few exemptions that have been approved. Without a special exemption from the university, your faculty advisor or graduate program director cannot prevent you from opting in for S/U grading. Instead, their role is to advise you on what they think are the potential consequences of your choice. You are encouraged to seek their advice, but the ultimate decision is yours.

If I am taking a class that is a pre-requisite, how will an S/U impact my ability to register for the next class?
Some courses require a set letter grade in the pre-requisite for it to count. An S/U grade could negatively impact your academic progress in that degree program. It is important for you to consult with your faculty advisor and/or graduate program director to understand the impact of the S/U election on required pre-requisites.

I am a graduate student who is enrolled in an undergraduate class as a pre-requisite for my graduate program and I am expecting a C grade in this class. If I choose the S/U option, will I receive an S or a U?
S/U grading is linked to your status as a graduate student. Thus, any grade of C that you earn, regardless of the level of class you are taking, will be evaluated using the graduate S/U conversion. Any C grade you earn will be converted to a U grade.

How does a U grade impact my GPA or academic standing?
An unsatisfactory (U) grade will not impact your GPA, but it may impact your academic standing. In general, receiving more than 6 credits of U grades can result in dismissal. Some programs have more strict standards, so you should refer to your graduate program handbook for information about how a U grade may impact your academic standing.

How would choosing S/U grading impact me if I’m part of a special population or cohort such as international students, veterans, student athletes, etc?
Please contact the appropriate resource office to anticipate the impact:

Student Athletes	Academic Services for Student Athletes (ASSA)	407-823-5895 or assa@ucf.edu
International Students	UCF Global	407-823-2337
Veterans	Veterans Academic Resource Center (VARC)	407-823-2707 or varc@ucf.edu
Financial Aid	Office of Student Financial Assistance	407-823-2827 or finaid@ucf.edu
I expect to earn a C (or C-/C+) in a class. What should I do?
This may be a difficult decision to make depending on your circumstances, so we recommend that you discuss this with your faculty advisor, graduate program director, college graduate advising office and/or the College of Graduate Studies. Failure to discuss your options with a knowledgeable advisor could result in making a choice that will negatively impact your academic progress in your program.

If I already withdrew, will I be able to reinstate in a course now that the opportunity to earn a U exists?
Students who request a withdrawal reversal already have the ability to do so within 3 business days from the date you withdrew. However, the request to reverse the withdrawal in this case must occur no later than Wednesday, April 22.

If I am graduating this semester, how will S/U affect me in a class I need to pass to graduate? How will it affect my GPA?
Remember that S/U grades do not change your GPA. They only reflect credit earned or not earned. For instance, if you are in your last semester and need specific letter grades to get or keep your GPA above 3.0, then the S/U grade will not be a good choice for you. If your GPA is already above 3.0 and you just need the credits to complete your degree, then the S/U grade might be something to consider. It is important to understand and review your degree audit and situation with your faculty advisor and/or graduate program director so that you can make an informed choice.

How will S/U grades this semester be explained when I have my transcript sent to another professional or graduate school?
The back of the transcripts contains a legend detailing grades. Transcripts will indicate that the S/U option was made available this semester because of the pandemic. Additional information will be available at registrar.ucf.edu. If you are a graduate certificate or master’s degree student wishing to apply to another graduate degree program, you should talk with your faculty advisor and/or graduate program director for information about how choosing S/U grades may impact your chances of being admitted in other graduate programs or how choosing S/U grades might impact the course transfers to those programs.

How will U grades impact my graduate assistantship?
Graduate assistantship students are expected to maintain good academic standing. Speak with your faculty advisor and/or graduate program director if you have questions about how receiving a U grade could impact your funding.

How will U grades impact my university fellowship?
Most university fellowships require students to receive satisfactory grades in all classes (unsatisfactory grades are C+, C, C-, D+, D, D-, F, NC and U). If you have questions about how a U grade could impact your graduate fellowship, email gradfellowship@ucf.edu.

Would I have to use grade forgiveness later if I choose to repeat a course in which I received a U grade?
No. Grade forgiveness is not available to graduate students.

Would repeating a course in which I received a U be considered as a second attempt?
Yes. U grades means that you did not earn credit for the course. If it is a required or core course in your plan of study, it would have to be repeated. If it is an elective course, then you could choose to repeat the elective course or you could pick a different elective from those allowed as part of the degree. You would still need to meet the necessary elective credit hour requirement for your degree plan of study.

Can I appeal my decision to receive an S/U for a class?
Appeals to reverse your request for an S/U will not be allowed.

Please consult with your faculty advisor and/or graduate program director before making any decisions regarding your academic plan.",University of Central Florida
https://www.ucf.edu/coronavirus/finding-hope-during-covid-19/,3-Apr-2020,"This has undoubtedly been a trying time for the UCF community.

COVID-19 is impacting us all in some way, and public health officials are advising that the worst may be yet to come.

Still, I’ve been inspired by the bravery and humanity I’ve seen from so many. From my health care peers working on the frontlines to the restaurant workers and store employees sustaining us to our own faculty and staff helping our students navigate stress and focus on their academic success — there is much to be hopeful about.

Another positive: Next week, a COVID-19 drive-through testing site will open at UCF in partnership with Aventus Biolabs.

Public health officials say that more widespread testing is key in getting the nation back to “normal,” and this is an opportunity for UCF to contribute to that cause.

 

About the Testing Site
Starting Monday, COVID-19 tests will be available to all members of the community with an appointment on weekdays from 9 a.m. to 5 p.m. or until appointments are filled. The drive-through tests will be administered in Garage A.

Patients must be screened for symptoms by a healthcare provider before a test can be prescribed to those who qualify.

UCF students can obtain an ordered test from Student Health Services telehealth by calling 407-823-2701. UCF faculty and staff members can obtain their ordered test from their primary care provider or by contacting UCF Health at 407-266-3627. Aventus also can connect anyone with a telehealth provider by calling 855-282-4860.

After the patient has been screened by a provider, Aventus will reach out to complete all necessary paperwork and schedule an appointment for testing. Upon arrival during a scheduled time, individuals will drive through and receive the testing with a swab designated specifically for them. Following the 10-minute test, they’ll receive results in 24 to 48 hours.

Learn more about the testing process.

 

UCF Gives Back
The UCF community is making many other contributions to the battle against COVID-19.

Earlier this week, UCF employees came through in a big way, gathering masks, gloves, goggles and other medical equipment from labs and departments and donating them to hospitals. These supplies will help sustain our local hospitals as they manage the expected surge of ill patients in the weeks to come.

The team at Limbitless Solutions also is helping medical workers by creating 3D printed visors, a piece of the disposable face shields these workers desperately need.

Workers like UCF alumna Jessica Goldonowicz DeSalvo, an emergency medicine physician who shared her powerful story about waiting for the “tsunami” of COVID-19 to hit as a way to encourage people to stay home and help reduce further spread of the virus.

There are countless other projects underway by UCF students and faculty and staff members to assist with this pandemic and its impact in a variety of ways. I know our entire community appreciates these efforts.

Each of us can do our part by taking COVID-19 seriously and doing everything in our power to reduce further spread. Continue practicing social distancing and taking personal health precautions, including practicing proper hand-washing and avoiding touching your face and frequently touched surfaces.

UCF will continue to share COVID-19 updates here: https://www.ucf.edu/coronavirus/.

Dr. Michael Deichen, MD, MPH
Associate Vice President of UCF Student Health Services",University of Central Florida
https://www.ucf.edu/coronavirus/ucf-housing-begins-issuing-refunds/,3-Apr-2020,"The Department of Housing and Residence Life will begin issuing housing refunds for a portion of the spring semester’s rent to residents that were not able to return to campus or have left their rooms, at the direction of the university in response to COVID-19.

Housing rent refunds will be prorated from March 27, 2020 through April 28, 2020. This represents approximately 25% of the spring semester.

If housing costs were paid with a credit card, the refund will go back on the credit card. Any unpaid charges owed to the university will be deducted from your housing refund. Refunds will be posted to eligible students’ accounts and will show in myUCF. If you have a direct deposit account set up, your refund will be deposited there. If not, it is strongly recommended that you enroll in direct deposit. Find instructions on how to set up a direct deposit.

If you haven’t set up direct deposit before housing refunds are posted, checks will be sent to your mailing address on file with UCF. You are encouraged to verify the address on file and to update if necessary. Verify or update your mailing address by logging in to myUCF, clicking Student Accounts, clicking Student Center, and reviewing the Personal Information section.

If you have further questions, please contact UCF Housing and Residence Life.",University of Central Florida
https://www.ucf.edu/coronavirus/faculty-and-staff-hiring-freeze/,2-Apr-2020,"Our primary focus is to ensure the health and safety of our students, faculty and staff while keeping the university open and operational. This global pandemic will have financial implications for our university, and it is important that we begin preparing for financial challenges. The following vacancies may continue to be posted and/or filled:

All contract and grant-funded positions, regardless of position type
Graduate assistants and postdoctoral scholars
Current searches for which offers cards have been submitted to HR or Academic Affairs through PageUp prior to April 1, 2020
Current faculty searches for which soft offer letters have been submitted to Academic Affairs for contract approval prior to April 1, 2020
Reasons for exceptions to this hiring slow-down may include positions critical to:

Campus and personal health and safety
Compliance with federal, state, and local laws and regulations
Delivery of essential university services
Courses necessary for timely graduation
Hiring managers who wish to request hiring exceptions must obtain approval from their dean or vice president and then forward the request to Maureen Binder, Chief Human Resources Officer, for review and consideration. All submitted exceptions will then be reviewed either by Interim Provost Michael Johnson for units reporting to Academic Affairs or by Interim Chief Operating Officer Misty Shepherd for all other units. Exceptions will be limited, and final approval by the president will be required.

If approved for recruitment, job openings will be advertised in accordance with the university’s normal recruitment process. Existing openings being advertised were removed from the Careers at UCF website on Thursday, April 1, 2020.

Forms and FAQS

View all hiring freeze FAQs.

Exemption Request Forms:

OPS, USPS and A&P — Hiring Freeze Exception Request Form
Faculty — Faculty Hiring Freeze Exception Request Form
We will continue to provide communication regarding when the hiring freeze will be lifted. If you have questions, please contact Renée Grigor, Director of Talent Acquisition at Renee.Grigor@ucf.edu.",University of Central Florida
https://www.ucf.edu/coronavirus/families-first-coronavirus-response-act-emergency-leave/,31-Mar-2020,"The impact of COVID-19 has dramatically changed the way all of us operate. For some of you, navigating the responsibilities of work while also caring for your families or your own health has made the transition particularly difficult.

On Wednesday, April 1, new federal legislation takes effect that could bring some relief.

The Families First Coronavirus Response Act (FFCRA) may provide you and other UCF employees with additional benefits. The Act focuses on two areas: emergency paid sick leave and emergency family and medical leave. The Act is effective from April 1 through December 31, 2020 and provides limited leave benefits to eligible employees.

 

Emergency Paid Sick Leave (EPSL)
Beginning April 1, UCF will provide eligible employees with Emergency Paid Sick Leave (EPSL). The EPSL may be used if an employee is unable to work (or work remotely) for one of several COVID-19 related reasons. Eligible full-time employees may be paid for up to 80 hours of EPSL. Eligible part-time employees will receive EPSL based on the average number of hours they work within a two-week period.

Eligible UCF employees will be automatically granted EPSL and can utilize this benefit by indicating the qualifying reason on their timesheet or LAPER in coordination with their department leave practices.

 

Emergency Family and Medical Leave (EFMLA)
In addition, eligible UCF employees can apply for Emergency Family and Medical Leave (EFMLA) if an employee is unable to work (or work remotely) because they are caring for their minor child, if the child’s school or child care provider is closed or unavailable due to the COVID-19 emergency.

The first ten days of emergency FMLA leave will be unpaid, but EPSL or regular accrued leave can be used during this period. After that, eligible employees will receive up to 2/3 of their regular pay for up to 10 weeks, for the number of hours that the employee would normally be scheduled to work. EFMLA claims will count towards the regular, annual FMLA limit of twelve work weeks.

 

Additional Information
Our current circumstances have forced us all to make big adjustments to our routines, including how we teach and work. We are in this together, and we hope these emergency provisions bring some help to those who need it. As a reminder, faculty, A&P, and USPS staff whose circumstances do not qualify for the FFCRA emergency leave provisions, and who are unable to work remotely during the Orange County Stay at Home Order, will be paid administrative leave from March 27 through April 9.

To learn more about UCF’s implementation of the Families First Coronavirus Response Act, including whether you are eligible, what circumstances qualify for emergency leave, and what you need to do to request Emergency FMLA, please go to: hr.ucf.edu/families-first-coronavirus-response-act/.

Questions about Emergency Paid Sick Leave should be addressed to payroll@ucf.edu
Questions about EFMLA should be addressed to loaandworkcomp@ucf.edu

In addition, you may review the U.S. Department of Labor information posters at:
https://hr.ucf.edu/files/FFCRA-poster-English.pdf or
https://hr.ucf.edu/files/FFCRA-poster-Spanish.pdf for Spanish",University of Central Florida
